"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"54889","WI",,"Barron","Turtle Lake",13166,1053,-0.00847457627118644,-0.0285977859778598,-0.0348304307974335,903
2018-07-31,"07088","NJ","New York","Union","Union",13167,1732,-0.00287852619458837,-0.0164679159568427,-0.0581837955410549,935
2018-07-31,"19507","PA","Reading","Berks","Bethel",13168,1199,0,0,0.00756302521008403,831
2018-07-31,"44428","OH","Youngstown","Trumbull","Kinsman",13169,834,-0.00239234449760766,0.00240384615384615,-0.0245614035087719,796
2018-07-31,"56024","MN","Mankato","Blue Earth","Eagle Lake",13170,1214,-0.0105949470252649,-0.0365079365079365,-0.154006968641115,803
2018-07-31,"20135","VA","Washington","Clarke","Bluemont",13171,1830,-0.000546149645002731,-0.010275824770146,-0.0663265306122449,1028
2018-07-31,"52327","IA","Iowa City","Washington","Riverside",13172,1426,-0.00349406009783368,0.00281293952180028,0.00777385159010601,790
2018-07-31,"55960","MN","Rochester","Olmsted","Oronoco",13173,1782,-0.00889877641824249,-0.0224904004388371,0.0336426914153132,1136
2018-07-31,"78832","TX",,"Kinney","Brackettville",13174,1012,-0.00295566502463054,-0.01171875,0.00396825396825397,836
2018-07-31,"22734","VA","Washington","Fauquier","Remington",13175,1492,0.00134228187919463,0.0198222829801777,0.0596590909090909,1000
2018-07-31,"35621","AL","Decatur","Morgan","Eva",13176,827,0.00364077669902913,0.0184729064039409,0.040251572327044,746
2018-07-31,"72443","AR","Paragould","Greene","Marmaduke",13177,789,0,0.00637755102040816,-0.00252844500632111,612
2018-07-31,"15774","PA","Indiana","Indiana","Armstrong",13178,1129,0.00893655049151028,0.0319926873857404,0.0226449275362319,903
2018-07-31,"13730","NY",,"Chenango","Afton",13179,1285,0.00784313725490196,0.0230891719745223,0.034621578099839,751
2018-07-31,"72513","AR",,"Sharp","Ash Flat",13180,845,0.00118483412322275,0.00356294536817102,0.00356294536817102,526
2018-07-31,"12567","NY","New York","Dutchess","Pine Plains",13181,1770,0.00511073253833049,0.0028328611898017,-0.0468497576736672,840
2018-07-31,"23146","VA","Richmond","Hanover","Rockville",13182,1619,-0.000617283950617284,-0.00857317819963258,-0.0109957238851558,1380
2018-07-31,"49072","MI","Sturgis","Saint Joseph","Mendon",13183,1042,0.000960614793467819,0.00968992248062015,0.0589430894308943,1237
2018-07-31,"92285","CA","Riverside","San Bernardino","Landers",13184,903,0.00444938820912125,0.0203389830508475,0.153256704980843,1765
2018-07-31,"06232","CT","Hartford","Tolland","Andover",13185,1790,0,0.00336322869955157,-0.0365984930032293,1155
2018-07-31,"29075","SC","Newberry","Newberry","Little Mountain",13186,1294,-0.00308166409861325,-0.00461538461538462,0.0385232744783307,1023
2018-07-31,"28626","NC",,"Ashe","Fleetwood",13187,1232,-0.00404203718674212,-0.00964630225080386,-0.0008110300081103,641
2018-07-31,"30734","GA","Calhoun","Gordon","Ranger",13188,1133,0.0017683465959328,0.00621669626998224,0.0569029850746269,906
2018-07-31,"62884","IL",,"Franklin","Sesser",13189,865,-0.0068886337543054,-0.0170454545454545,-0.0102974828375286,922
2018-07-31,"74849","OK",,"Seminole","Konawa",13190,749,0,-0.00133333333333333,-0.0157687253613666,997
